Well;Date;Oil Rate (bopd);Cum oil (bbls)
ADM4-5;01/11/2015;449.73;909357.81
ADM4-5;01/12/2015;372.06;920891.63
ADM4-5;01/01/2016;403.59;933403.04
ADM4-5;01/02/2016;194.97;939057.29
ADM4-5;01/03/2016;259.01;947086.46
ADM4-5;01/04/2016;517.22;962603.12
ADM4-5;01/05/2016;483.04;977577.29
ADM4-5;01/06/2016;595.67;995447.53
ADM4-5;01/07/2016;87.45;998158.33
ADM4-5;01/08/2016;0.00;998158.33
ADM4-5;01/09/2016;0.00;998158.33
ADM4-5;01/10/2016;400.82;1010583.77
ADM4-5;01/11/2016;467.43;1024606.73
ADM4-6;01/02/2012;1447.32;41972.31
ADM4-6;01/03/2012;816.08;67270.78
ADM4-6;01/04/2012;1179.40;102652.74
ADM4-6;01/05/2012;1404.24;146184.21
ADM4-6;01/06/2012;1357.64;186913.45
ADM4-6;01/07/2012;1005.37;218079.82
ADM4-6;01/08/2012;702.79;239866.34
ADM4-6;01/09/2012;306.83;249071.11
ADM4-6;01/10/2012;785.42;273419.14
ADM4-6;01/11/2012;184.34;278949.35
ADM4-6;01/12/2012;621.26;298208.54
ADM4-6;01/01/2013;644.30;318181.72
ADM4-6;01/02/2013;581.79;334471.87
ADM4-6;01/03/2013;85.42;337119.77
ADM4-6;01/04/2013;0.00;337119.77
ADM4-6;01/05/2013;194.97;343163.73
ADM4-6;01/06/2013;993.71;372975.15
ADM4-6;01/07/2013;867.37;399863.62
ADM4-6;01/08/2013;976.99;430150.22
ADM4-6;01/09/2013;705.53;451316.13
ADM4-6;01/10/2013;766.61;475080.98
ADM4-6;01/11/2013;879.88;501477.44
ADM4-6;01/12/2013;517.32;517514.21
ADM4-6;01/01/2014;865.12;544332.87
ADM4-6;01/02/2014;267.36;551818.96
ADM4-6;01/03/2014;0.00;551818.96
ADM4-6;01/04/2014;132.85;555804.45
ADM4-6;01/05/2014;950.96;585284.11
ADM4-6;01/06/2014;873.37;611485.17
ADM4-6;01/07/2014;849.99;637834.97
ADM4-6;01/08/2014;639.33;657654.27
ADM4-6;01/09/2014;0.00;657654.27
ADM4-6;01/10/2014;75.31;659988.95
ADM4-6;01/11/2014;872.13;686152.76
ADM4-6;01/12/2014;643.10;706088.79
ADM4-6;01/01/2015;752.56;729418.01
ADM4-6;01/02/2015;633.43;747153.95
ADM4-6;01/03/2015;763.46;770821.27
ADM4-6;01/04/2015;531.49;786765.96
ADM4-6;01/05/2015;333.86;797115.67
ADM4-6;01/06/2015;497.92;812053.18
ADM4-6;01/07/2015;611.98;831024.65
ADM4-6;01/08/2015;628.00;850492.69
ADM4-6;01/09/2015;464.61;864431.06
ADM4-6;01/10/2015;241.94;871931.32
ADM4-6;01/11/2015;828.13;896775.10
ADM4-6;01/12/2015;745.38;919881.76
ADM4-6;01/01/2016;193.54;925881.41
ADM4-6;01/02/2016;378.48;936857.41
ADM4-6;01/03/2016;634.74;956534.41
ADM4-6;01/04/2016;641.28;975772.75
ADM4-6;01/05/2016;489.32;990941.75
ADM4-6;01/06/2016;567.40;1007963.78
ADM4-6;01/07/2016;550.94;1025042.84
ADM4-6;01/08/2016;516.48;1041053.56
ADM4-6;01/09/2016;427.06;1053865.33
ADM4-6;01/10/2016;567.87;1071469.26
ADM4-6;01/11/2016;496.22;1086355.91
ADM4-7;01/02/2012;739.73;21452.12
ADM4-7;01/03/2012;1460.99;66742.68
ADM4-7;01/04/2012;1253.04;104334.01
ADM4-7;01/05/2012;1115.20;138905.34
ADM4-7;01/06/2012;1080.89;171332.16
ADM4-7;01/07/2012;1058.43;204143.38
ADM4-7;01/08/2012;962.66;233985.98
ADM4-7;01/09/2012;942.56;262262.74
ADM4-7;01/10/2012;818.20;287627.06
ADM4-7;01/11/2012;821.74;312279.39
ADM4-7;01/12/2012;832.27;338079.72
ADM4-7;01/01/2013;713.86;360209.42
ADM4-7;01/02/2013;575.51;376323.79
ADM4-7;01/03/2013;482.15;391270.54
ADM4-7;01/04/2013;706.12;412454.27
ADM4-7;01/05/2013;1230.46;450598.54
ADM4-7;01/06/2013;597.25;468515.98
ADM4-7;01/07/2013;1148.34;504114.42
ADM4-7;01/08/2013;412.02;516886.94
ADM4-7;01/09/2013;956.04;545568.15
ADM4-7;01/10/2013;995.32;576422.94
ADM4-7;01/11/2013;999.28;606401.27
ADM4-7;01/12/2013;693.42;627897.24
ADM4-7;01/01/2014;500.32;643407.13
ADM4-7;01/02/2014;744.23;664245.46
ADM4-7;01/03/2014;915.73;692632.99
ADM4-7;01/04/2014;922.55;720309.36
ADM4-7;01/05/2014;857.62;746895.71
ADM4-7;01/06/2014;646.60;766293.57
ADM4-7;01/07/2014;853.45;792750.51
ADM4-7;01/08/2014;806.16;817741.49
ADM4-7;01/09/2014;808.98;842010.97
ADM4-7;01/10/2014;900.89;869938.67
ADM4-7;01/11/2014;476.52;884234.14
ADM4-7;01/12/2014;246.21;891866.66
ADM4-7;01/01/2015;578.82;909810.23
ADM4-7;01/02/2015;503.19;923899.57
ADM4-7;01/03/2015;606.14;942689.89
ADM4-7;01/04/2015;637.11;961803.25
ADM4-7;01/05/2015;607.45;980634.25
ADM4-7;01/06/2015;523.77;996347.37
ADM4-7;01/07/2015;547.46;1013318.70
ADM4-7;01/08/2015;547.97;1030305.66
ADM4-7;01/09/2015;543.07;1046597.86
ADM4-7;01/10/2015;416.95;1059523.35
ADM4-7;01/11/2015;0.00;1059523.35
ADM4-7;01/12/2015;0.00;1059523.35
ADM4-7;01/01/2016;21.87;1060201.27
ADM4-7;01/02/2016;424.71;1072517.92
ADM4-7;01/03/2016;464.03;1086902.96
ADM4-7;01/04/2016;370.92;1098030.51
ADM4-7;01/05/2016;383.91;1109931.69
ADM4-7;01/06/2016;472.07;1124093.68
ADM4-7;01/07/2016;547.42;1141063.71
ADM4-7;01/08/2016;556.24;1158307.04
ADM4-7;01/09/2016;525.74;1174079.31
ADM4-7;01/10/2016;538.36;1190768.43
ADM4-7;01/11/2016;481.12;1205201.99
ADM5-10;01/05/2012;736.59;22834.28
ADM5-10;01/06/2012;890.92;49561.75
ADM5-10;01/07/2012;708.90;71537.65
ADM5-10;01/08/2012;643.71;91492.69
ADM5-10;01/09/2012;657.42;111215.24
ADM5-10;01/10/2012;613.75;130241.45
ADM5-10;01/11/2012;599.22;148217.93
ADM5-10;01/12/2012;529.64;164636.91
ADM5-10;01/01/2013;411.22;177384.84
ADM5-10;01/02/2013;381.19;188058.29
ADM5-10;01/03/2013;564.79;205566.65
ADM5-10;01/04/2013;491.68;220316.92
ADM5-10;01/05/2013;486.81;235408.02
ADM5-10;01/06/2013;267.02;243418.53
ADM5-10;01/07/2013;641.72;263311.98
ADM5-10;01/08/2013;230.28;270450.70
ADM5-10;01/09/2013;589.79;288144.53
ADM5-10;01/10/2013;614.80;307203.29
ADM5-10;01/11/2013;652.09;326765.89
ADM5-10;01/12/2013;481.20;341682.97
ADM5-10;01/01/2014;716.13;363883.06
ADM5-10;01/02/2014;151.17;368115.69
ADM5-10;01/03/2014;0.00;368115.69
ADM5-10;01/04/2014;0.00;368115.69
ADM5-10;01/05/2014;0.00;368115.69
ADM5-10;01/06/2014;0.00;368115.69
ADM5-10;01/07/2014;0.00;368115.69
ADM5-10;01/08/2014;0.00;368115.69
ADM5-10;01/09/2014;0.00;368115.69
ADM5-10;01/10/2014;0.00;368115.69
ADM5-10;01/11/2014;66.30;370104.62
ADM5-10;01/12/2014;259.14;378137.91
ADM5-10;01/01/2015;0.00;378137.91
ADM5-10;01/02/2015;380.90;388803.20
ADM5-10;01/03/2015;430.35;402144.14
ADM5-10;01/04/2015;452.02;415704.77
ADM5-10;01/05/2015;474.99;430429.53
ADM5-10;01/06/2015;348.99;440899.31
ADM5-10;01/07/2015;376.95;452584.65
ADM5-10;01/08/2015;385.51;464535.44
ADM5-10;01/09/2015;501.29;479574.04
ADM5-10;01/10/2015;441.15;493249.82
ADM5-10;01/11/2015;400.14;505253.92
ADM5-10;01/12/2015;418.77;518235.80
ADM5-10;01/01/2016;23.65;518969.05
ADM5-10;01/02/2016;110.80;522182.22
ADM5-10;01/03/2016;529.95;538610.80
ADM5-10;01/04/2016;417.61;551139.01
ADM5-10;01/05/2016;145.13;555638.06
ADM5-10;01/06/2016;284.05;564159.60
ADM5-10;01/07/2016;266.97;572435.79
ADM5-10;01/08/2016;49.71;573976.86
ADM5-10;01/09/2016;7.67;574206.86
ADM5-10;01/10/2016;0.00;574206.86
ADM5-10;01/11/2016;272.34;582377.18
ADM5-11H;01/03/2015;459.09;14231.80
ADM5-11H;01/04/2015;991.78;43985.32
ADM5-11H;01/05/2015;745.78;67104.39
ADM5-11H;01/06/2015;948.26;95552.08
ADM5-11H;01/07/2015;1260.95;134641.47
ADM5-11H;01/08/2015;1203.10;171937.68
ADM5-11H;01/09/2015;1060.33;203747.57
ADM5-11H;01/10/2015;826.18;229359.01
ADM5-11H;01/11/2015;1064.29;261287.56
ADM5-11H;01/12/2015;1163.02;297341.03
ADM5-11H;01/01/2016;994.45;328169.13
ADM5-11H;01/02/2016;761.18;350243.42
ADM5-11H;01/03/2016;691.69;371685.69
ADM5-11H;01/04/2016;1198.46;407639.34
ADM5-11H;01/05/2016;1208.85;445113.55
ADM5-11H;01/06/2016;1261.91;482970.81
ADM5-11H;01/07/2016;820.37;508402.41
ADM5-11H;01/08/2016;1107.10;542722.43
ADM5-11H;01/09/2016;1167.62;577751.04
ADM5-11H;01/10/2016;809.19;602835.88
ADM5-11H;01/11/2016;595.30;620694.91
ADM5-2H;01/08/2016;1169.92;36267.54
ADM5-2H;01/09/2016;1399.19;78243.35
ADM5-2H;01/10/2016;825.61;103837.20
ADM5-2H;01/11/2016;553.44;120440.29
ADM5-3;01/12/2012;16.16;501.04
ADM5-3;01/01/2013;60.90;2389.04
ADM5-3;01/02/2013;59.00;4041.04
ADM5-3;01/03/2013;37.11;5191.54
ADM5-3;01/04/2013;6.23;5378.37
ADM5-3;01/05/2013;4.55;5519.33
ADM5-3;01/06/2013;103.91;8636.49
ADM5-3;01/07/2013;157.48;13518.44
ADM5-3;01/08/2013;164.13;18606.44
ADM5-3;01/09/2013;100.00;21606.44
ADM5-3;01/10/2013;13.30;22018.84
ADM5-3;01/11/2013;1.69;22069.59
ADM5-3;01/12/2013;0.00;22069.59
ADM5-3;01/01/2014;0.00;22069.59
ADM5-3;01/02/2014;0.00;22069.59
ADM5-3;01/03/2014;0.00;22069.59
ADM5-3;01/04/2014;0.00;22069.59
ADM5-3;01/05/2014;0.00;22069.59
ADM5-3;01/06/2014;0.00;22069.59
ADM5-3;01/07/2014;0.00;22069.59
ADM5-3;01/08/2014;0.00;22069.59
ADM5-3;01/09/2014;0.00;22069.59
ADM5-3;01/10/2014;0.00;22069.59
ADM5-3;01/11/2014;0.00;22069.59
ADM5-3;01/12/2014;0.00;22069.59
ADM5-3;01/01/2015;0.00;22069.59
ADM5-3;01/02/2015;0.00;22069.59
ADM5-3;01/03/2015;0.00;22069.59
ADM5-3;01/04/2015;0.00;22069.59
ADM5-3;01/05/2015;0.00;22069.59
ADM5-3;01/06/2015;0.00;22069.59
ADM5-3;01/07/2015;0.00;22069.59
ADM5-3;01/08/2015;0.00;22069.59
ADM5-3;01/09/2015;0.00;22069.59
ADM5-3;01/10/2015;0.00;22069.59
ADM5-3;01/11/2015;0.00;22069.59
ADM5-3;01/12/2015;0.00;22069.59
ADM5-3;01/01/2016;0.00;22069.59
ADM5-3;01/02/2016;0.00;22069.59
ADM5-3;01/03/2016;0.00;22069.59
ADM5-3;01/04/2016;0.00;22069.59
ADM5-3;01/05/2016;0.00;22069.59
ADM5-3;01/06/2016;0.00;22069.59
ADM5-3;01/07/2016;0.00;22069.59
ADM5-3;01/08/2016;0.00;22069.59
ADM5-3;01/09/2016;0.00;22069.59
ADM5-3;01/10/2016;0.00;22069.59
ADM5-3;01/11/2016;0.00;22069.59
ADM5-4;01/12/2012;154.68;4794.93
ADM5-4;01/01/2013;394.54;17025.63
ADM5-4;01/02/2013;499.22;31003.83
ADM5-4;01/03/2013;246.46;38643.95
ADM5-4;01/04/2013;390.54;50360.01
ADM5-4;01/05/2013;302.22;59728.76
ADM5-4;01/06/2013;309.20;69004.91
ADM5-4;01/07/2013;234.96;76288.54
ADM5-4;01/08/2013;179.57;81855.22
ADM5-4;01/09/2013;83.89;84371.79
ADM5-4;01/10/2013;0.00;84371.79
ADM5-4;01/11/2013;0.00;84371.79
ADM5-4;01/12/2013;0.00;84371.79
ADM5-4;01/01/2014;0.00;84371.79
ADM5-4;01/02/2014;2.50;84441.79
ADM5-4;01/03/2014;606.69;103249.04
ADM5-4;01/04/2014;49.42;104731.61
ADM5-4;01/05/2014;0.00;104731.61
ADM5-4;01/06/2014;387.74;116363.85
ADM5-4;01/07/2014;720.55;138700.95
ADM5-4;01/08/2014;604.95;157454.51
ADM5-4;01/09/2014;0.00;157454.51
ADM5-4;01/10/2014;0.00;157454.51
ADM5-4;01/11/2014;471.20;171590.51
ADM5-4;01/12/2014;378.66;183328.99
ADM5-4;01/01/2015;417.14;196260.38
ADM5-4;01/02/2015;449.38;208843.05
ADM5-4;01/03/2015;485.12;223881.77
ADM5-4;01/04/2015;0.00;223881.77
ADM5-4;01/05/2015;0.00;223881.77
ADM5-4;01/06/2015;0.00;223881.77
ADM5-4;01/07/2015;0.00;223881.77
ADM5-4;01/08/2015;0.00;223881.77
ADM5-4;01/09/2015;0.00;223881.77
ADM5-4;01/10/2015;268.60;232208.33
ADM5-4;01/11/2015;0.00;232208.33
ADM5-4;01/12/2015;138.48;236501.19
ADM5-4;01/01/2016;225.63;243495.62
ADM5-4;01/02/2016;389.29;254785.14
ADM5-4;01/03/2016;277.31;263381.90
ADM5-4;01/04/2016;222.55;270058.53
ADM5-4;01/05/2016;190.18;275954.00
ADM5-4;01/06/2016;179.32;281333.52
ADM5-4;01/07/2016;313.76;291059.98
ADM5-4;01/08/2016;232.09;298254.90
ADM5-4;01/09/2016;113.94;301673.20
ADM5-4;01/10/2016;66.18;303724.92
ADM5-4;01/11/2016;5.78;303898.22
ADM5-5;01/09/2012;634.26;19027.92
ADM5-5;01/10/2012;1003.77;50144.72
ADM5-5;01/11/2012;915.62;77613.24
ADM5-5;01/12/2012;892.74;105288.04
ADM5-5;01/01/2013;767.59;129083.34
ADM5-5;01/02/2013;654.72;147415.40
ADM5-5;01/03/2013;636.35;167142.17
ADM5-5;01/04/2013;591.13;184875.95
ADM5-5;01/05/2013;552.08;201990.33
ADM5-5;01/06/2013;508.45;217243.81
ADM5-5;01/07/2013;357.62;228330.14
ADM5-5;01/08/2013;375.08;239957.58
ADM5-5;01/09/2013;297.20;248873.55
ADM5-5;01/10/2013;352.25;259793.23
ADM5-5;01/11/2013;412.75;272175.76
ADM5-5;01/12/2013;170.06;277447.61
ADM5-5;01/01/2014;292.97;286529.62
ADM5-5;01/02/2014;373.64;296991.64
ADM5-5;01/03/2014;380.21;308778.14
ADM5-5;01/04/2014;107.42;312000.82
ADM5-5;01/05/2014;277.23;320594.84
ADM5-5;01/06/2014;364.67;331535.08
ADM5-5;01/07/2014;328.65;341723.16
ADM5-5;01/08/2014;298.92;350989.66
ADM5-5;01/09/2014;348.10;361432.54
ADM5-5;01/10/2014;321.81;371408.62
ADM5-5;01/11/2014;238.58;378565.87
ADM5-5;01/12/2014;259.79;386619.48
ADM5-5;01/01/2015;392.16;398776.48
ADM5-5;01/02/2015;249.31;405757.26
ADM5-5;01/03/2015;48.65;407265.40
ADM5-5;01/04/2015;0.00;407265.40
ADM5-5;01/05/2015;0.00;407265.40
ADM5-5;01/06/2015;41.94;408523.58
ADM5-5;01/07/2015;399.51;420908.31
ADM5-5;01/08/2015;371.61;432428.35
ADM5-5;01/09/2015;356.23;443115.38
ADM5-5;01/10/2015;344.85;453805.60
ADM5-5;01/11/2015;322.37;463476.67
ADM5-5;01/12/2015;185.15;469216.46
ADM5-5;01/01/2016;172.91;474576.60
ADM5-5;01/02/2016;228.51;481203.48
ADM5-5;01/03/2016;206.50;487604.98
ADM5-5;01/04/2016;214.48;494039.52
ADM5-5;01/05/2016;182.41;499694.13
ADM5-5;01/06/2016;121.36;503334.80
ADM5-5;01/07/2016;172.07;508669.12
ADM5-5;01/08/2016;282.78;517435.39
ADM5-5;01/09/2016;229.28;524313.77
ADM5-5;01/10/2016;303.15;533711.30
ADM5-5;01/11/2016;282.54;542187.42
ADM5-6;01/09/2012;424.82;12744.69
ADM5-6;01/10/2012;1050.78;45318.83
ADM5-6;01/11/2012;1125.30;79077.79
ADM5-6;01/12/2012;941.05;108250.21
ADM5-6;01/01/2013;853.07;134695.36
ADM5-6;01/02/2013;509.75;148968.39
ADM5-6;01/03/2013;455.72;163095.77
ADM5-6;01/04/2013;604.51;181230.96
ADM5-6;01/05/2013;805.01;206186.25
ADM5-6;01/06/2013;711.05;227517.66
ADM5-6;01/07/2013;568.09;245128.41
ADM5-6;01/08/2013;696.00;266704.41
ADM5-6;01/09/2013;478.59;281062.20
ADM5-6;01/10/2013;684.32;302276.21
ADM5-6;01/11/2013;650.54;321792.35
ADM5-6;01/12/2013;223.14;328709.65
ADM5-6;01/01/2014;674.20;349610.00
ADM5-6;01/02/2014;560.27;365297.44
ADM5-6;01/03/2014;627.46;384748.55
ADM5-6;01/04/2014;209.39;391030.15
ADM5-6;01/05/2014;657.71;411419.24
ADM5-6;01/06/2014;694.12;432242.72
ADM5-6;01/07/2014;656.34;452589.32
ADM5-6;01/08/2014;631.15;472154.90
ADM5-6;01/09/2014;722.34;493825.06
ADM5-6;01/10/2014;708.48;515787.90
ADM5-6;01/11/2014;656.92;535495.58
ADM5-6;01/12/2014;142.88;539924.93
ADM5-6;01/01/2015;191.49;545861.09
ADM5-6;01/02/2015;0.00;545861.09
ADM5-6;01/03/2015;61.09;547754.77
ADM5-6;01/04/2015;555.75;564427.15
ADM5-6;01/05/2015;555.51;581647.95
ADM5-6;01/06/2015;291.36;590388.73
ADM5-6;01/07/2015;401.01;602820.07
ADM5-6;01/08/2015;532.38;619323.91
ADM5-6;01/09/2015;549.83;635818.77
ADM5-6;01/10/2015;531.22;652286.52
ADM5-6;01/11/2015;265.60;660254.52
ADM5-6;01/12/2015;0.00;660254.52
ADM5-6;01/01/2016;89.14;663017.82
ADM5-6;01/02/2016;129.60;666776.22
ADM5-6;01/03/2016;117.79;670427.69
ADM5-6;01/04/2016;468.49;684482.48
ADM5-6;01/05/2016;579.51;702447.14
ADM5-6;01/06/2016;251.94;710005.46
ADM5-6;01/07/2016;207.57;716440.06
ADM5-6;01/08/2016;233.50;723678.69
ADM5-6;01/09/2016;299.83;732673.73
ADM5-6;01/10/2016;209.68;739173.81
ADM5-6;01/11/2016;0.00;739173.81
ADM5-7;01/11/2012;924.83;27744.98
ADM5-7;01/12/2012;1042.20;60053.10
ADM5-7;01/01/2013;933.38;88987.94
ADM5-7;01/02/2013;828.32;112180.84
ADM5-7;01/03/2013;881.26;139499.77
ADM5-7;01/04/2013;1062.31;171369.14
ADM5-7;01/05/2013;1385.83;214329.85
ADM5-7;01/06/2013;1262.15;252194.35
ADM5-7;01/07/2013;1163.34;288257.83
ADM5-7;01/08/2013;770.79;312152.38
ADM5-7;01/09/2013;694.76;332995.26
ADM5-7;01/10/2013;697.77;354625.98
ADM5-7;01/11/2013;720.61;376244.20
ADM5-7;01/12/2013;245.24;383846.68
ADM5-7;01/01/2014;983.93;414348.52
ADM5-7;01/02/2014;473.63;427610.05
ADM5-7;01/03/2014;766.36;451367.30
ADM5-7;01/04/2014;633.84;470382.50
ADM5-7;01/05/2014;715.20;492553.61
ADM5-7;01/06/2014;643.66;511863.51
ADM5-7;01/07/2014;683.92;533064.90
ADM5-7;01/08/2014;744.79;556153.35
ADM5-7;01/09/2014;737.34;578273.48
ADM5-7;01/10/2014;719.53;600579.01
ADM5-7;01/11/2014;394.62;612417.52
ADM5-7;01/12/2014;649.53;632553.02
ADM5-7;01/01/2015;567.73;650152.68
ADM5-7;01/02/2015;475.54;663467.80
ADM5-7;01/03/2015;471.38;678080.54
ADM5-7;01/04/2015;552.26;694648.34
ADM5-7;01/05/2015;507.43;710378.72
ADM5-7;01/06/2015;499.94;725376.84
ADM5-7;01/07/2015;502.24;740946.24
ADM5-7;01/08/2015;477.11;755736.74
ADM5-7;01/09/2015;408.04;767977.94
ADM5-7;01/10/2015;422.67;781080.72
ADM5-7;01/11/2015;207.67;787310.73
ADM5-7;01/12/2015;332.71;797624.61
ADM5-7;01/01/2016;417.73;810574.21
ADM5-7;01/02/2016;411.60;822510.61
ADM5-7;01/03/2016;400.09;834913.49
ADM5-7;01/04/2016;460.13;848717.25
ADM5-7;01/05/2016;459.74;862969.25
ADM5-7;01/06/2016;234.94;870017.35
ADM5-7;01/07/2016;0.00;870017.35
ADM5-7;01/08/2016;0.00;870017.35
ADM5-7;01/09/2016;115.06;873469.15
ADM5-7;01/10/2016;375.89;885121.61
ADM5-7;01/11/2016;323.13;894815.39
ADM5-8;01/10/2012;1298.58;40256.00
ADM5-8;01/11/2012;1326.29;80044.73
ADM5-8;01/12/2012;1132.01;115137.18
ADM5-8;01/01/2013;1107.04;149455.49
ADM5-8;01/02/2013;1179.38;182478.23
ADM5-8;01/03/2013;1009.85;213783.65
ADM5-8;01/04/2013;916.42;241276.17
ADM5-8;01/05/2013;914.02;269610.78
ADM5-8;01/06/2013;873.94;295829.06
ADM5-8;01/07/2013;502.77;311414.78
ADM5-8;01/08/2013;1000.11;342418.22
ADM5-8;01/09/2013;846.09;367801.02
ADM5-8;01/10/2013;654.90;388102.98
ADM5-8;01/11/2013;674.19;408328.53
ADM5-8;01/12/2013;640.62;428187.62
ADM5-8;01/01/2014;810.49;453312.67
ADM5-8;01/02/2014;681.25;472387.74
ADM5-8;01/03/2014;838.39;498377.99
ADM5-8;01/04/2014;970.00;527478.13
ADM5-8;01/05/2014;797.05;552186.79
ADM5-8;01/06/2014;778.54;575543.04
ADM5-8;01/07/2014;381.50;587369.39
ADM5-8;01/08/2014;652.73;607604.06
ADM5-8;01/09/2014;827.24;632421.28
ADM5-8;01/10/2014;872.11;659456.84
ADM5-8;01/11/2014;804.00;683576.92
ADM5-8;01/12/2014;726.41;706095.72
ADM5-8;01/01/2015;389.06;718156.50
ADM5-8;01/02/2015;431.18;730229.49
ADM5-8;01/03/2015;685.42;751477.48
ADM5-8;01/04/2015;777.15;774792.08
ADM5-8;01/05/2015;698.15;796434.80
ADM5-8;01/06/2015;511.72;811786.50
ADM5-8;01/07/2015;512.88;827685.73
ADM5-8;01/08/2015;486.01;842752.09
ADM5-8;01/09/2015;478.30;857101.01
ADM5-8;01/10/2015;478.83;871944.76
ADM5-8;01/11/2015;463.45;885848.17
ADM5-8;01/12/2015;468.67;900376.79
ADM5-8;01/01/2016;36.68;901513.85
ADM5-8;01/02/2016;0.00;901513.85
ADM5-8;01/03/2016;242.62;909035.18
ADM5-8;01/04/2016;644.27;928363.28
ADM5-8;01/05/2016;588.92;946619.65
ADM5-8;01/06/2016;563.01;963510.09
ADM5-8;01/07/2016;374.01;975104.33
ADM5-8;01/08/2016;409.58;987801.37
ADM5-8;01/09/2016;518.70;1003362.35
ADM5-8;01/10/2016;517.74;1019412.41
ADM5-8;01/11/2016;403.77;1031525.37
ADM5-9;01/10/2012;259.39;8041.23
ADM5-9;01/11/2012;343.80;18355.30
ADM5-9;01/12/2012;397.60;30680.94
ADM5-9;01/01/2013;554.47;47869.52
ADM5-9;01/02/2013;878.04;72454.64
ADM5-9;01/03/2013;534.54;89025.46
ADM5-9;01/04/2013;65.78;90998.79
ADM5-9;01/05/2013;0.00;90998.79
ADM5-9;01/06/2013;142.83;95283.69
ADM5-9;01/07/2013;272.00;103715.58
ADM5-9;01/08/2013;361.81;114931.66
ADM5-9;01/09/2013;267.92;122969.36
ADM5-9;01/10/2013;721.26;145328.44
ADM5-9;01/11/2013;314.86;154774.14
ADM5-9;01/12/2013;0.00;154774.14
ADM5-9;01/01/2014;142.76;159199.63
ADM5-9;01/02/2014;489.49;172905.23
ADM5-9;01/03/2014;468.57;187430.78
ADM5-9;01/04/2014;421.11;200063.94
ADM5-9;01/05/2014;400.19;212469.90
ADM5-9;01/06/2014;398.22;224416.42
ADM5-9;01/07/2014;408.80;237089.34
ADM5-9;01/08/2014;437.20;250642.66
ADM5-9;01/09/2014;320.56;260259.36
ADM5-9;01/10/2014;358.43;271370.60
ADM5-9;01/11/2014;390.19;283076.16
ADM5-9;01/12/2014;405.09;295633.98
ADM5-9;01/01/2015;321.30;305594.26
ADM5-9;01/02/2015;360.34;315683.90
ADM5-9;01/03/2015;329.57;325900.72
ADM5-9;01/04/2015;303.98;335020.11
ADM5-9;01/05/2015;283.29;343802.11
ADM5-9;01/06/2015;244.75;351144.66
ADM5-9;01/07/2015;187.52;356957.76
ADM5-9;01/08/2015;215.02;363623.48
ADM5-9;01/09/2015;209.35;369904.04
ADM5-9;01/10/2015;261.47;378009.66
ADM5-9;01/11/2015;63.10;379902.70
ADM5-9;01/12/2015;0.00;379902.70
ADM5-9;01/01/2016;0.00;379902.70
ADM5-9;01/02/2016;0.00;379902.70
ADM5-9;01/03/2016;0.00;379902.70
ADM5-9;01/04/2016;0.00;379902.70
ADM5-9;01/05/2016;0.00;379902.70
ADM5-9;01/06/2016;0.00;379902.70
ADM5-9;01/07/2016;12.76;380298.20
ADM5-9;01/08/2016;327.99;390465.78
ADM5-9;01/09/2016;297.04;399376.84
ADM5-9;01/10/2016;190.54;405283.67
ADM5-9;01/11/2016;321.71;414935.12
ADM6-10H;01/04/2016;1032.74;30982.08
ADM6-10H;01/05/2016;1005.76;62160.49
ADM6-10H;01/06/2016;878.96;88529.43
ADM6-10H;01/07/2016;1144.24;124000.88
ADM6-10H;01/08/2016;1793.11;179587.26
ADM6-10H;01/09/2016;1602.00;227647.16
ADM6-10H;01/10/2016;1504.64;274290.87
ADM6-10H;01/11/2016;719.36;295871.80
ADM6-4H;01/02/2016;135.90;3941.16
ADM6-4H;01/03/2016;1351.78;45846.48
ADM6-4H;01/04/2016;1332.67;85826.65
ADM6-4H;01/05/2016;1375.48;128466.64
ADM6-4H;01/06/2016;1336.38;168557.90
ADM6-4H;01/07/2016;1293.91;208668.99
ADM6-4H;01/08/2016;892.76;236344.60
ADM6-4H;01/09/2016;1433.88;279360.99
ADM6-4H;01/10/2016;1350.28;321219.76
ADM6-4H;01/11/2016;1102.84;354304.98
ADM6-5;01/03/2014;14.52;450.00
ADM6-5;01/04/2014;885.22;27006.70
ADM6-5;01/05/2014;744.47;50085.26
ADM6-5;01/06/2014;569.00;67155.29
ADM6-5;01/07/2014;483.82;82153.85
ADM6-5;01/08/2014;453.41;96209.41
ADM6-5;01/09/2014;316.41;105701.85
ADM6-5;01/10/2014;687.33;127009.02
ADM6-5;01/11/2014;669.36;147089.75
ADM6-5;01/12/2014;595.30;165544.07
ADM6-5;01/01/2015;467.45;180035.16
ADM6-5;01/02/2015;376.69;190582.35
ADM6-5;01/03/2015;440.12;204226.15
ADM6-5;01/04/2015;447.89;217662.96
ADM6-5;01/05/2015;416.42;230572.11
ADM6-5;01/06/2015;397.03;242483.15
ADM6-5;01/07/2015;329.98;252712.67
ADM6-5;01/08/2015;252.36;260535.74
ADM6-5;01/09/2015;408.27;272783.93
ADM6-5;01/10/2015;355.30;283798.12
ADM6-5;01/11/2015;381.42;295240.64
ADM6-5;01/12/2015;304.00;304664.68
ADM6-5;01/01/2016;359.60;315812.35
ADM6-5;01/02/2016;358.57;326210.90
ADM6-5;01/03/2016;320.44;336144.44
ADM6-5;01/04/2016;277.81;344478.85
ADM6-5;01/05/2016;125.77;348377.76
ADM6-5;01/06/2016;369.32;359457.48
